70.0,1678.0,178.077
60.0,1519.0,73.769
6.0,1498.0,168.013
62.0,1678.0,76.462
54.0,1658.0,45.272
17.0,1519.0,174.462
55.0,1519.0,107.385
35.0,1658.0,68.567
34.0,1424.0,27.231
87.0,1658.0,21.011
44.0,1519.0,16.846
51.0,1519.0,58.385
68.0,1498.0,7.933
54.0,1519.0,104.385
19.0,1678.0,105.385
3.0,1519.0,21.769
60.0,1424.0,6.692
58.0,1658.0,42.354
94.0,1658.0,13.495
47.0,1498.0,21.841
25.0,1678.0,79.923
18.0,1424.0,61.846
11.0,1658.0,94.549
69.0,1498.0,11.99
45.0,1678.0,38.462
6.0,1424.0,156.692
56.0,1658.0,48.245
78.0,1498.0,16.931
78.0,1424.0,112.077
64.0,1678.0,123.923
58.0,1678.0,51.615
27.0,1519.0,31.615
96.0,1519.0,139.615
4.0,1658.0,101.998
93.0,1498.0,51.248
21.0,1678.0,111.0
32.0,1519.0,79.385
9.0,1498.0,150.489
40.0,1498.0,40.386
33.0,1519.0,124.154
71.0,1424.0,94.462
35.0,1424.0,144.077
32.0,1498.0,60.061
11.0,1498.0,138.609
44.0,1678.0,182.538
48.0,1678.0,34.462
82.0,1678.0,53.846
53.0,1424.0,153.846
43.0,1678.0,165.538
45.0,1424.0,105.769
78.0,1658.0,28.064
49.0,1498.0,17.303
59.0,1498.0,5.848
93.0,1678.0,90.077
88.0,1498.0,39.627
3.0,1658.0,104.085
30.0,1498.0,60.495
34.0,1678.0,94.923
46.0,1424.0,43.154
77.0,1519.0,26.0
31.0,1519.0,154.846
39.0,1678.0,104.538
28.0,1424.0,167.077
37.0,1678.0,153.846
47.0,1519.0,23.692
49.0,1519.0,12.923
41.0,1658.0,64.047
32.0,1424.0,49.538
28.0,1498.0,71.204
95.0,1658.0,12.444
16.0,1658.0,86.075
45.0,1498.0,24.056
34.0,1658.0,68.269
4.0,1678.0,160.0
99.0,1519.0,188.385
57.0,1424.0,133.615
8.0,1678.0,89.615
65.0,1498.0,12.325
42.0,1519.0,110.846
25.0,1498.0,84.773
53.0,1658.0,45.6
75.0,1678.0,70.385
72.0,1678.0,6.231
37.0,1424.0,129.692
10.0,1678.0,24.385
62.0,1519.0,133.231
56.0,1519.0,46.538
72.0,1658.0,27.445
95.0,1678.0,119.615
95.0,1424.0,81.308
51.0,1678.0,36.923
76.0,1498.0,20.02
70.0,1498.0,9.241
42.0,1424.0,102.769
46.0,1678.0,180.308
77.0,1678.0,140.385
59.0,1519.0,169.846
82.0,1424.0,193.0
27.0,1658.0,76.84
58.0,1424.0,20.923
99.0,1424.0,68.538
7.0,1678.0,4.385
89.0,1658.0,24.089
28.0,1658.0,72.874
80.0,1678.0,52.923
49.0,1424.0,117.231
80.0,1658.0,28.677
72.0,1519.0,147.615
73.0,1519.0,65.769
26.0,1678.0,128.615
22.0,1498.0,87.787
85.0,1678.0,157.538
76.0,1678.0,164.462
42.0,1658.0,56.609
60.0,1678.0,13.615
8.0,1498.0,157.47
96.0,1424.0,1.385
39.0,1519.0,69.769
26.0,1498.0,78.189
9.0,1424.0,121.538
74.0,1424.0,91.462
88.0,1658.0,19.996
14.0,1678.0,35.308
9.0,1519.0,164.769
89.0,1678.0,94.077
6.0,1658.0,98.053
21.0,1424.0,55.615
92.0,1658.0,19.625
95.0,1498.0,60.654
43.0,1519.0,39.0
17.0,1424.0,71.308
11.0,1424.0,60.923
96.0,1678.0,148.231
67.0,1498.0,13.97
1.0,1658.0,107.286
16.0,1678.0,100.769
96.0,1498.0,60.948
6.0,1519.0,84.615
10.0,1519.0,55.923
63.0,1498.0,6.757
78.0,1678.0,181.846
2.0,1678.0,101.231
65.0,1658.0,33.774
60.0,1498.0,11.959
25.0,1424.0,65.154
67.0,1424.0,101.385
71.0,1678.0,111.538
27.0,1678.0,128.231
4.0,1498.0,181.633
18.0,1678.0,92.308
99.0,1498.0,64.494
8.0,1658.0,95.744
31.0,1424.0,182.308
58.0,1498.0,7.031
5.0,1658.0,100.021
75.0,1519.0,24.846
74.0,1658.0,31.248
83.0,1424.0,140.462
97.0,1424.0,182.0
68.0,1678.0,15.615
46.0,1498.0,27.452
91.0,1519.0,106.231
22.0,1519.0,123.0
9.0,1658.0,101.703
56.0,1498.0,14.378
73.0,1424.0,1.0
62.0,1498.0,8.064
45.0,1658.0,57.651
93.0,1424.0,156.923
33.0,1424.0,67.692
2.0,1424.0,152.0
20.0,1658.0,80.861
21.0,1519.0,105.154
80.0,1498.0,18.519
12.0,1678.0,66.154
24.0,1678.0,78.538
14.0,1498.0,128.993
76.0,1424.0,143.385
99.0,1658.0,14.831
57.0,1519.0,178.462
59.0,1658.0,40.272
40.0,1424.0,171.308
36.0,1658.0,66.374
69.0,1519.0,35.077
29.0,1519.0,75.231
52.0,1519.0,75.385
92.0,1519.0,173.308
14.0,1424.0,95.692
20.0,1424.0,48.154
24.0,1519.0,18.077
94.0,1498.0,48.554
18.0,1658.0,85.95
35.0,1678.0,89.769
66.0,1678.0,13.692
13.0,1519.0,186.538
0.0,1424.0,11.0
49.0,1658.0,47.702
33.0,1658.0,72.98
41.0,1498.0,30.112
1.0,1519.0,100.769
61.0,1498.0,10.865
34.0,1519.0,52.231
37.0,1498.0,44.872
41.0,1678.0,151.231
86.0,1658.0,23.036
64.0,1424.0,147.846
51.0,1424.0,71.385
59.0,1424.0,113.154
8.0,1519.0,133.692
1.0,1498.0,192.967
79.0,1424.0,120.154
48.0,1424.0,64.923
81.0,1498.0,20.903
81.0,1424.0,1.231
48.0,1519.0,76.154
81.0,1658.0,26.997
13.0,1498.0,134.205
98.0,1658.0,12.446
62.0,1658.0,37.582
63.0,1658.0,37.137
44.0,1424.0,102.846
16.0,1424.0,125.923
67.0,1658.0,39.149
72.0,1498.0,14.925
75.0,1498.0,12.005
30.0,1678.0,98.154
94.0,1678.0,140.462
84.0,1498.0,32.821
23.0,1498.0,85.722
43.0,1424.0,1.462
68.0,1658.0,36.85
23.0,1424.0,135.231
71.0,1658.0,35.507
36.0,1519.0,108.231
5.0,1678.0,169.308
82.0,1519.0,193.615
91.0,1498.0,39.917
69.0,1658.0,34.96
83.0,1658.0,27.365
88.0,1678.0,19.846
56.0,1424.0,174.615
12.0,1658.0,98.436
7.0,1498.0,164.645
54.0,1424.0,11.0
0.0,1658.0,110.1
19.0,1519.0,179.077
70.0,1424.0,57.846
83.0,1498.0,22.754
19.0,1424.0,75.154
17.0,1658.0,88.208
70.0,1519.0,161.0
42.0,1678.0,168.385
61.0,1678.0,21.923
37.0,1658.0,67.99
79.0,1519.0,76.615
39.0,1658.0,61.75
32.0,1658.0,70.1
84.0,1658.0,26.513
47.0,1424.0,24.462
78.0,1519.0,23.462
23.0,1658.0,79.797
89.0,1519.0,51.615
71.0,1498.0,11.886
43.0,1658.0,55.881
15.0,1658.0,94.652
87.0,1498.0,34.184
75.0,1658.0,30.713
94.0,1424.0,81.692
11.0,1519.0,13.385
82.0,1658.0,25.826
65.0,1519.0,109.077
72.0,1424.0,47.923
95.0,1519.0,72.077
80.0,1519.0,128.923
86.0,1519.0,118.154
90.0,1519.0,147.692
42.0,1498.0,33.532
66.0,1424.0,40.308
50.0,1498.0,21.375
33.0,1498.0,57.336
4.0,1519.0,179.154
33.0,1678.0,136.769
17.0,1498.0,114.924
81.0,1519.0,39.462
52.0,1498.0,19.6
98.0,1498.0,60.918
38.0,1678.0,44.308
